customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
C01687,Male,1,Yes,No,5,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,29.29,No,151.98
C01688,Male,0,Yes,No,62,No,No phone service,No,Yes,No internet service,One year,Yes,Mailed check,108.8,No,6752.18
C01689,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,69.58,No,2415.25
C01690,Female,0,No,No,71,Yes,No phone service,No,Yes,No internet service,One year,No,Electronic check,64.15,No,4585.82
C01691,Female,0,No,No,60,Yes,Yes,DSL,No,No internet service,One year,Yes,Electronic check,24.54,No,1495.33
C01692,Female,0,No,Yes,4,Yes,No phone service,DSL,Yes,Yes,One year,Yes,Mailed check,31.47,No,131.88
C01693,Male,0,No,No,36,Yes,No phone service,No,No,No,Two year,Yes,Electronic check,104.53,No,3795.28
C01694,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,85.95,Yes,898.28
C01695,Female,0,No,No,39,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,27.55,No,1101.01
C01696,Male,0,No,Yes,64,Yes,Yes,DSL,No,No internet service,One year,No,Electronic check,86.8,No,5557.66
C01697,Male,1,Yes,No,7,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,31.23,Yes,244.14
C01698,Male,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,91.99,Yes,927.53
C01699,Female,0,Yes,No,70,Yes,No,DSL,No internet service,Yes,Two year,Yes,Mailed check,113.4,No,7959.62
C01700,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,94.59,No,5406.26
C01701,Female,0,No,No,47,Yes,No,No,No,Yes,One year,Yes,Mailed check,101.2,No,4762.93
C01702,Male,0,Yes,No,12,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Credit card,80.68,No,970.53
C01703,Male,1,Yes,No,59,Yes,No phone service,No,No internet service,No internet service,Month-to-month,No,Electronic check,18.38,Yes,1114.36
C01704,Male,1,Yes,No,48,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Mailed check,97.3,No,4699.04
C01705,Female,0,Yes,No,66,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,58.81,No,3889.44
C01706,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,106.18,Yes,682.97
C01707,Female,0,No,No,24,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,75.85,No,1864.12
C01708,Female,0,No,Yes,22,Yes,Yes,DSL,No,Yes,Two year,Yes,Bank transfer,37.35,No,835.15
C01709,Female,0,Yes,Yes,50,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Electronic check,23.54,No,1202.21
C01710,Male,0,Yes,No,46,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,74.06,No,3432.09
C01711,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card,75.25,No,310.01
C01712,Male,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,104.87,Yes,1278.23
C01713,Male,0,No,Yes,41,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,21.91,No,930.2
C01714,Female,1,Yes,No,4,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,100.95,No,428.83
C01715,Female,0,No,Yes,22,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,58.97,No,1316.41
C01716,Female,0,Yes,No,61,Yes,No,DSL,No,Yes,Two year,Yes,Credit card,71.36,No,4374.9
C01717,Male,0,No,No,0,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,71.87,No,32.16
C01718,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,56.61,Yes,3046.37
C01719,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,36.79,No,2657.98
C01720,Female,0,Yes,Yes,2,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,25.96,No,94.14
C01721,Male,1,Yes,No,63,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,38.91,No,2473.78
C01722,Male,0,No,No,50,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,90.14,No,4556.54
C01723,Female,0,Yes,Yes,1,Yes,Yes,DSL,No internet service,No internet service,Two year,No,Credit card,86.91,No,94.85
C01724,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No internet service,Two year,No,Credit card,86.22,No,4161.66
C01725,Female,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,109.68,No,3317.41
C01726,Female,0,Yes,No,2,Yes,No,DSL,No,No internet service,One year,Yes,Credit card,64.14,No,176.95
C01727,Male,1,No,No,34,Yes,No phone service,DSL,Yes,No,Two year,Yes,Electronic check,94.67,No,3242.83
C01728,Female,0,Yes,No,35,Yes,No phone service,DSL,Yes,No,Two year,Yes,Mailed check,85.49,No,3024.78
C01729,Female,0,Yes,No,63,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,112.64,Yes,7108.04
C01730,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Two year,No,Credit card,85.65,Yes,2681.31
C01731,Male,0,No,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,36.2,Yes,648.27
C01732,Male,1,No,Yes,33,Yes,No phone service,No,No,Yes,Month-to-month,Yes,Bank transfer,93.17,No,3086.02
C01733,Female,1,No,Yes,55,No,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,54.16,No,3004.89
C01734,Male,0,Yes,Yes,66,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,43.75,No,2920.4
C01735,Female,0,Yes,No,52,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,46.09,No,2410.54
C01736,Male,0,Yes,No,66,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.33,No,6711.06
C01737,Male,0,No,No,65,No,No,DSL,No,No internet service,Two year,Yes,Bank transfer,63.74,No,4183.81
C01738,Male,1,Yes,Yes,63,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Bank transfer,65.38,No,4145.85
C01739,Male,0,Yes,Yes,66,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.08,No,1270.04
C01740,Female,0,Yes,Yes,38,Yes,No,DSL,No internet service,Yes,One year,Yes,Credit card,45.29,No,1731.73
C01741,Female,0,No,No,37,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer,107.22,No,4002.47
C01742,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,68.3,No,2677.82
C01743,Male,0,Yes,Yes,18,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,60.05,Yes,1082.11
C01744,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,25.47,Yes,144.5
C01745,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No internet service,No,Two year,Yes,Bank transfer,47.63,No,3239.77
C01746,Female,0,No,No,13,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Credit card,31.25,No,433.7
C01747,Male,0,No,Yes,48,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Electronic check,34.61,Yes,1672.42
C01748,Male,0,No,No,63,Yes,No phone service,No,No internet service,No,Month-to-month,No,Bank transfer,52.22,No,3328.72
C01749,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No internet service,Two year,No,Electronic check,24.78,No,1394.62
C01750,Female,0,No,No,34,Yes,No,DSL,Yes,Yes,One year,No,Bank transfer,96.61,No,3327.49
C01751,Female,0,Yes,No,4,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,80.81,No,351.77
C01752,Female,1,No,No,38,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,98.77,Yes,3761.72
C01753,Male,0,Yes,No,23,Yes,No,DSL,No,No,One year,No,Bank transfer,53.13,No,1254.42
C01754,Male,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,40.44,Yes,1578.62
C01755,Female,0,No,No,49,Yes,No phone service,No,Yes,No,One year,Yes,Bank transfer,77.59,No,3831.93
C01756,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,One year,Yes,Mailed check,20.22,No,1189.78
C01757,Male,0,Yes,No,0,Yes,No phone service,Fiber optic,No internet service,No,One year,No,Credit card,26.99,No,23.99
C01758,Male,0,Yes,Yes,42,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card,92.89,No,3908.83
C01759,Male,0,No,No,38,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,107.63,No,4099.81
C01760,Female,0,No,No,9,No,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,38.75,No,356.06
C01761,Male,0,No,No,1,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card,97.89,No,118.1
C01762,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,56.75,No,3527.36
C01763,Male,0,Yes,No,15,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,60.01,No,915.13
C01764,Male,0,Yes,Yes,36,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Credit card,107.29,No,3869.29
C01765,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No internet service,One year,No,Credit card,80.73,No,1219.82
C01766,Female,0,No,Yes,26,Yes,Yes,DSL,No,No internet service,One year,Yes,Credit card,100.0,Yes,2646.72
C01767,Male,0,Yes,No,62,Yes,No,DSL,No internet service,No internet service,One year,Yes,Electronic check,96.35,No,5974.42
C01768,Male,1,Yes,Yes,63,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.98,No,4812.89
C01769,Male,0,Yes,Yes,31,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,93.53,Yes,2920.98
C01770,Male,0,No,No,8,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,89.53,No,730.3
C01771,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,66.51,No,705.0
C01772,Male,0,No,Yes,69,Yes,No,Fiber optic,No,No internet service,One year,No,Electronic check,33.34,No,2311.42
C01773,Female,0,No,No,29,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,44.9,Yes,1346.69
C01774,Male,0,Yes,Yes,14,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.01,Yes,818.27
C01775,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No internet service,No,Two year,No,Electronic check,77.26,No,4514.28
C01776,Female,1,Yes,No,47,Yes,No,Fiber optic,Yes,No internet service,One year,Yes,Mailed check,48.08,Yes,2307.89
C01777,Male,0,Yes,Yes,59,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,38.74,No,2328.94
C01778,Female,0,No,No,67,Yes,No,DSL,No internet service,Yes,Two year,Yes,Electronic check,21.59,No,1470.9
C01779,Female,0,No,Yes,56,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Electronic check,39.46,No,2238.62
C01780,Female,0,No,No,63,Yes,No,Fiber optic,No internet service,Yes,One year,No,Mailed check,72.45,No,4603.14
C01781,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,32.1,No,1711.57
C01782,Female,0,No,No,53,Yes,No,DSL,No internet service,No,Month-to-month,No,Mailed check,20.96,No,1143.17
C01783,Female,0,No,No,58,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Credit card,25.54,No,1494.95
C01784,Male,1,No,No,38,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,114.16,Yes,4341.56
C01785,Female,0,No,Yes,14,Yes,No phone service,No,No,No,Month-to-month,No,Credit card,21.58,No,351.24
C01786,Female,0,No,No,27,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Credit card,65.71,No,1809.31
C01787,Female,1,No,No,35,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,87.52,No,3098.45
C01788,Male,0,Yes,No,53,Yes,No,DSL,Yes,Yes,Two year,Yes,Bank transfer,40.53,No,2170.09
C01789,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Credit card,115.38,No,1855.95
C01790,Male,1,Yes,Yes,21,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Electronic check,20.29,No,470.34
C01791,Female,0,No,Yes,35,Yes,No phone service,No,No internet service,No internet service,Two year,Yes,Credit card,106.89,No,3772.69
C01792,Male,1,Yes,Yes,28,No,Yes,DSL,Yes,No internet service,Month-to-month,No,Electronic check,57.54,No,1623.56
C01793,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,56.77,No,3073.78
C01794,Female,0,No,Yes,41,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card,65.69,No,2730.39
C01795,Female,1,Yes,No,31,Yes,No,Fiber optic,Yes,No internet service,One year,Yes,Credit card,116.11,No,3608.27
C01796,Male,0,No,No,13,Yes,No,No,No,No internet service,Two year,No,Credit card,81.44,No,1069.6
C01797,Female,0,Yes,Yes,17,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.74,No,1819.66
C01798,Male,0,No,No,37,No,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,20.81,No,807.57
C01799,Male,1,No,Yes,33,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Mailed check,108.59,No,3615.04
C01800,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer,39.56,No,1761.85
C01801,Male,0,Yes,No,31,Yes,No phone service,DSL,No,No internet service,One year,Yes,Credit card,49.81,No,1552.92
C01802,Male,0,Yes,No,66,Yes,No phone service,No,Yes,Yes,Month-to-month,No,Electronic check,25.43,No,1706.12
C01803,Female,0,Yes,No,62,Yes,No phone service,DSL,Yes,No internet service,Two year,No,Credit card,110.42,No,6878.35
C01804,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Two year,Yes,Credit card,71.14,No,3853.93
C01805,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,27.1,Yes,1154.15
C01806,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Two year,No,Credit card,58.14,No,1231.63
C01807,Male,0,No,No,67,Yes,No,DSL,Yes,No internet service,Two year,Yes,Electronic check,56.5,No,3803.33
C01808,Female,0,No,Yes,28,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,23.13,No,659.89
C01809,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Two year,Yes,Bank transfer,53.11,No,2095.61
C01810,Female,0,Yes,No,44,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,47.58,No,2140.4
C01811,Male,1,No,No,9,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Credit card,110.87,No,1011.93
C01812,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,99.49,Yes,4398.26
C01813,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Mailed check,34.17,No,565.34
C01814,Female,0,No,No,1,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,112.09,Yes,122.0
C01815,Male,0,Yes,Yes,16,No,No phone service,No,No,No,Two year,No,Electronic check,93.06,No,1537.62
C01816,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,67.58,No,2526.38
C01817,Male,0,Yes,Yes,36,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.7,No,2251.31
C01818,Female,0,No,Yes,62,Yes,No,DSL,No,Yes,Two year,Yes,Bank transfer,111.61,No,6928.87
C01819,Male,1,Yes,Yes,4,Yes,No,DSL,No,No internet service,One year,No,Electronic check,48.86,No,235.79
C01820,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Credit card,55.43,No,1374.04
C01821,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Electronic check,87.81,No,6347.78
C01822,Female,0,No,Yes,21,Yes,No,DSL,No internet service,Yes,Two year,Yes,Electronic check,94.69,No,2004.39
C01823,Female,1,Yes,Yes,62,Yes,No,No,Yes,No internet service,One year,Yes,Credit card,51.04,No,3177.29
C01824,Male,0,Yes,No,34,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,111.12,No,3782.53
C01825,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Electronic check,43.87,No,2389.98
C01826,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,53.1,No,1038.1
C01827,Female,0,No,Yes,4,Yes,Yes,No,No,No internet service,Two year,No,Credit card,37.85,No,174.89
C01828,Female,0,Yes,No,38,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,72.25,No,2771.68
C01829,Male,0,No,No,62,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,118.93,No,7418.21
C01830,Female,1,Yes,Yes,31,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Credit card,90.52,No,2819.63
C01831,Male,1,Yes,No,62,Yes,No phone service,Fiber optic,Yes,No internet service,One year,No,Bank transfer,65.6,No,4096.45
C01832,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No internet service,One year,No,Credit card,117.28,No,4581.56
C01833,Male,1,No,No,16,Yes,No,Fiber optic,No internet service,No internet service,Two year,Yes,Bank transfer,22.97,No,398.94
C01834,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,46.88,No,3379.89
C01835,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,102.65,Yes,3189.34
C01836,Female,0,Yes,Yes,22,Yes,No phone service,No,Yes,Yes,Month-to-month,No,Bank transfer,70.96,No,1569.07
C01837,Female,0,Yes,No,59,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Mailed check,18.47,No,1120.99
C01838,Female,1,No,Yes,55,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,64.13,No,3561.36
C01839,Male,0,Yes,No,8,Yes,No phone service,Fiber optic,No internet service,No,One year,No,Bank transfer,20.2,No,162.14
C01840,Female,0,No,Yes,68,Yes,No phone service,DSL,Yes,No,Month-to-month,No,Bank transfer,75.92,Yes,5203.93
C01841,Female,0,Yes,No,61,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Mailed check,81.91,No,5036.5
C01842,Female,0,No,No,63,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,38.34,No,2426.27
C01843,Male,0,No,No,21,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,117.64,Yes,2474.91
C01844,Female,0,Yes,Yes,31,Yes,No phone service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,102.21,Yes,3197.63
C01845,Male,0,No,No,46,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Credit card,64.85,No,3026.54
C01846,Female,1,No,No,1,No,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card,49.26,No,66.81
C01847,Female,0,Yes,Yes,51,Yes,No phone service,No,Yes,Yes,Two year,Yes,Mailed check,19.25,No,1030.01
C01848,Male,0,No,No,13,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Mailed check,88.02,No,1192.98
C01849,Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,44.55,No,1604.54
C01850,Male,0,No,No,26,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.86,No,1537.14
C01851,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,61.29,No,1427.22
C01852,Female,0,Yes,Yes,63,No,No,DSL,No,Yes,One year,No,Bank transfer,104.24,No,6574.14
C01853,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,103.99,No,7212.35
C01854,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,96.4,Yes,2445.79
C01855,Female,0,No,Yes,53,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,Yes,5061.4
C01856,Male,0,Yes,No,14,Yes,No,No,No internet service,No,Two year,No,Mailed check,67.97,No,958.54
C01857,Male,0,No,Yes,28,No,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,97.9,Yes,2745.03
C01858,Male,0,Yes,Yes,27,No,No,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,104.67,Yes,2855.79
C01859,Male,0,No,No,58,Yes,No phone service,DSL,Yes,Yes,One year,Yes,Electronic check,68.34,No,3978.04
C01860,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,Yes,Two year,No,Electronic check,108.94,No,7871.77
C01861,Female,0,No,No,20,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,118.03,No,2394.85
C01862,Male,0,No,No,9,Yes,Yes,Fiber optic,No internet service,No,One year,Yes,Credit card,35.7,Yes,338.77
C01863,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,No,Yes,Two year,No,Credit card,116.88,Yes,368.07
C01864,Female,0,Yes,No,61,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,42.82,No,2649.44
C01865,Female,1,Yes,Yes,3,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer,112.34,No,354.7
C01866,Female,0,No,No,5,Yes,No,Fiber optic,No,No,One year,No,Mailed check,103.96,No,537.3
C01867,Male,0,No,No,71,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,110.52,No,7877.03
C01868,Male,0,No,Yes,15,Yes,No phone service,No,No internet service,No internet service,Two year,No,Credit card,64.56,No,971.91
C01869,Female,1,No,No,37,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,33.26,No,1247.72
C01870,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,One year,No,Credit card,40.48,No,1949.59
C01871,Male,0,Yes,No,60,Yes,No phone service,No,Yes,No,Two year,Yes,Bank transfer,48.77,No,2970.24
C01872,Male,1,Yes,No,64,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Credit card,43.22,No,2782.58
C01873,Female,0,Yes,Yes,49,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,115.71,Yes,5693.18
C01874,Female,0,No,No,16,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,33.76,No,544.52
C01875,Female,0,No,No,27,No,Yes,No,No,No,Month-to-month,Yes,Credit card,87.27,No,2381.02
C01876,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Credit card,69.67,Yes,3028.71
C01877,Female,0,No,Yes,11,Yes,No phone service,DSL,No internet service,No,One year,Yes,Bank transfer,21.45,Yes,238.18
C01878,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,39.37,Yes,2733.15
C01879,Male,0,No,No,70,Yes,Yes,No,No,No,One year,Yes,Credit card,112.29,No,7888.13
C01880,Female,0,No,No,71,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,100.5,No,7185.32
C01881,Female,0,No,No,2,No,No phone service,No,Yes,No,Month-to-month,Yes,Mailed check,77.18,No,192.67
C01882,Male,0,No,No,48,Yes,No,No,No,Yes,Two year,No,Credit card,25.75,No,1264.34
C01883,Male,0,No,No,20,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Electronic check,31.99,Yes,650.24
C01884,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,91.79,Yes,690.97
C01885,Female,0,Yes,Yes,63,Yes,No phone service,No,Yes,Yes,Two year,Yes,Bank transfer,94.46,No,5961.06
C01886,Female,1,No,No,58,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card,114.77,Yes,6664.4
C01887,Female,0,Yes,No,29,Yes,No phone service,DSL,Yes,No internet service,One year,No,Electronic check,38.76,No,1145.33
C01888,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,83.56,No,2627.36
C01889,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,61.51,No,1173.26
C01890,Female,0,Yes,No,15,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,29.5,No,451.72
C01891,Female,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,Yes,One year,No,Mailed check,51.95,No,1278.04
C01892,Male,0,Yes,Yes,59,Yes,No phone service,No,No,No internet service,Two year,No,Bank transfer,55.11,No,3252.7
C01893,Male,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,63.8,No,2840.21
C01894,Male,0,No,No,8,Yes,No phone service,DSL,Yes,Yes,Month-to-month,No,Electronic check,47.6,No,384.02
C01895,Male,0,No,No,50,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,73.82,No,3709.45
C01896,Female,0,Yes,No,60,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,79.25,No,4775.76
C01897,Male,1,Yes,No,39,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.69,No,2360.07
C01898,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,55.71,Yes,3359.11
C01899,Female,0,No,No,66,Yes,Yes,DSL,No,No,Month-to-month,Yes,Credit card,84.21,Yes,5562.57
C01900,Female,0,No,No,14,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,23.47,No,335.56
C01901,Male,0,No,No,52,Yes,Yes,DSL,No internet service,No,Two year,No,Electronic check,105.51,No,5508.61
C01902,Male,0,Yes,No,3,Yes,No,No,No internet service,No,One year,Yes,Bank transfer,116.44,No,377.95
C01903,Male,0,Yes,No,22,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,23.59,No,565.77
C01904,Male,0,Yes,No,26,No,No phone service,DSL,No,No internet service,Month-to-month,No,Electronic check,89.63,Yes,2358.12
C01905,Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,No,Two year,Yes,Credit card,43.48,No,1600.31
C01906,Male,0,Yes,No,42,Yes,Yes,DSL,No internet service,Yes,Two year,Yes,Mailed check,61.43,No,2589.56
C01907,Male,0,Yes,No,36,Yes,Yes,DSL,No,No internet service,One year,Yes,Mailed check,45.33,No,1681.43
C01908,Female,1,Yes,No,28,No,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,39.64,No,1117.22
C01909,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,62.54,No,1779.27
C01910,Female,0,No,No,48,Yes,No phone service,DSL,No internet service,Yes,Two year,Yes,Mailed check,55.53,No,2712.78
